"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","FirstGADate","Support","EOLDate","Hide","Replace","ReplaceGuide","MSDocService","Notes"
"services/containerservice/mgmt/2020-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2020-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2020-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2020-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2020-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2020-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2020-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2020-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2021-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2021-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2021-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2021-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2021-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2021-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2021-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2022-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2022-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/containerservice/mgmt/2022-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/containerservice/armcontainerservice","https://aka.ms/golang/t2/migration","",""
"services/cosmos-db/mgmt/2015-04-08","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/cosmos/armcosmos","https://aka.ms/golang/t2/migration","",""
"services/cosmos-db/mgmt/2019-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/cosmos/armcosmos","https://aka.ms/golang/t2/migration","",""
"services/cosmos-db/mgmt/2021-01-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/cosmos/armcosmos","https://aka.ms/golang/t2/migration","",""
"services/cosmos-db/mgmt/2021-03-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/cosmos/armcosmos","https://aka.ms/golang/t2/migration","",""
"services/cosmos-db/mgmt/2021-05-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/cosmos/armcosmos","https://aka.ms/golang/t2/migration","",""
"services/cosmos-db/mgmt/2021-06-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/cosmos/armcosmos","https://aka.ms/golang/t2/migration","",""
"services/cosmos-db/mgmt/2021-10-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/cosmos/armcosmos","https://aka.ms/golang/t2/migration","",""
"services/costmanagement/mgmt/2018-05-31","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/costmanagement/armcostmanagement","https://aka.ms/golang/t2/migration","",""
"services/costmanagement/mgmt/2019-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/costmanagement/armcostmanagement","https://aka.ms/golang/t2/migration","",""
"services/costmanagement/mgmt/2019-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/costmanagement/armcostmanagement","https://aka.ms/golang/t2/migration","",""
"services/costmanagement/mgmt/2019-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/costmanagement/armcostmanagement","https://aka.ms/golang/t2/migration","",""
"services/costmanagement/mgmt/2020-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/costmanagement/armcostmanagement","https://aka.ms/golang/t2/migration","",""
"services/customerinsights/mgmt/2017-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/customerinsights/armcustomerinsights","https://aka.ms/golang/t2/migration","",""
"services/customerinsights/mgmt/2017-04-26","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/customerinsights/armcustomerinsights","https://aka.ms/golang/t2/migration","",""
"services/databox/mgmt/2018-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/databox/armdatabox","https://aka.ms/golang/t2/migration","",""
"services/databox/mgmt/2019-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/databox/armdatabox","https://aka.ms/golang/t2/migration","",""
"services/databox/mgmt/2020-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/databox/armdatabox","https://aka.ms/golang/t2/migration","",""
"services/databox/mgmt/2020-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/databox/armdatabox","https://aka.ms/golang/t2/migration","",""
"services/databoxedge/mgmt/2019-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/databoxedge/armdataboxedge","https://aka.ms/golang/t2/migration","",""
"services/databoxedge/mgmt/2019-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/databoxedge/armdataboxedge","https://aka.ms/golang/t2/migration","",""
"services/databoxedge/mgmt/2019-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/databoxedge/armdataboxedge","https://aka.ms/golang/t2/migration","",""
"services/databoxedge/mgmt/2020-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/databoxedge/armdataboxedge","https://aka.ms/golang/t2/migration","",""
"services/databricks/mgmt/2018-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/databricks/armdatabricks","https://aka.ms/golang/t2/migration","",""
"services/datacatalog/mgmt/2016-03-30","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/datacatalog/armdatacatalog","https://aka.ms/golang/t2/migration","",""
"services/datadog/mgmt/2021-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/datadog/armdatadog","https://aka.ms/golang/t2/migration","",""
"services/datafactory/mgmt/2018-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/datafactory/armdatafactory","https://aka.ms/golang/t2/migration","",""
"services/datamigration/mgmt/2018-04-19","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/datamigration/armdatamigration","https://aka.ms/golang/t2/migration","",""
"services/dataprotection/mgmt/2021-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/dataprotection/armdataprotection","https://aka.ms/golang/t2/migration","",""
"services/dataprotection/mgmt/2021-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/dataprotection/armdataprotection","https://aka.ms/golang/t2/migration","",""
"services/datashare/mgmt/2019-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/datashare/armdatashare","https://aka.ms/golang/t2/migration","",""
"services/delegatednetwork/mgmt/2021-03-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/delegatednetwork/armdelegatednetwork","https://aka.ms/golang/t2/migration","",""
"services/devspaces/mgmt/2019-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023",""," ","https://aka.ms/golang/t2/migration","",""
"services/devtestlabs/mgmt/2016-05-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/devtestlabs/armdevtestlabs","https://aka.ms/golang/t2/migration","",""
"services/devtestlabs/mgmt/2018-09-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/devtestlabs/armdevtestlabs","https://aka.ms/golang/t2/migration","",""
"services/digitaltwins/mgmt/2020-10-31","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/digitaltwins/armdigitaltwins","https://aka.ms/golang/t2/migration","",""
"services/digitaltwins/mgmt/2020-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/digitaltwins/armdigitaltwins","https://aka.ms/golang/t2/migration","",""
"services/dns/mgmt/2016-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/dns/armdns","https://aka.ms/golang/t2/migration","",""
"services/dns/mgmt/2017-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/dns/armdns","https://aka.ms/golang/t2/migration","",""
"services/dns/mgmt/2017-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/dns/armdns","https://aka.ms/golang/t2/migration","",""
"services/dns/mgmt/2018-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/dns/armdns","https://aka.ms/golang/t2/migration","",""
"services/domainservices/mgmt/2017-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/domainservices/armdomainservices","https://aka.ms/golang/t2/migration","",""
"services/domainservices/mgmt/2017-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","deprecated","9/30/2023","","sdk/resourcemanager/domainservices/armdomainservices","https://aka.ms/golang/t2/migration","",""
